Title,"Identifier - fales_io_print000001, bobst_io_print000002 or similar (don't duplicate numbers)",Handle,TypeOfResource,Creator,Contributor,Subject,Tags,Genre,Date,Date Type,Publisher,Publisher Location,Language,Geographic Location,Description
Il tricolore d'Italia sulla vetta dell'Amba Aradam,fales_io_card000250,http://hdl.handle.net/2333.1/w9ghx6ck,still image,"Ingegnoli, B.",,"Italo-Ethiopian War, 1935-1936","Italian military|Italo-Ethiopian War|Amba Aradam, Ethiopia",Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,"Amba Aradam, Ethiopia"," Italian soldiers raising the national flag on the mountain of Amba Aradam, Ethiopia."
Conquista di Amba Alagi,fales_io_card000251,http://hdl.handle.net/2333.1/rn8pk3j2,still image,"Ingegnoli, B.",,"Italo-Ethiopian War, 1935-1936","Italian military|Italo-Ethiopian War|Amba Alagi, Ethiopia",Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,"Amba Alagi, Ethiopia"," Italian soldiers engaging in hand-to-hand combat with Ethiopians at Amba Alagi, Ethiopia."
Untitled,fales_io_card000252,http://hdl.handle.net/2333.1/mw6m9325,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Italo-Ethiopian War|Ethiopian military,Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,Ethiopia," Ethiopian soldiers under heavy aerial bombardment by Italian planes. Includes postage stamp, postmark, address, and writing."
Untitled,fales_io_card000253,http://hdl.handle.net/2333.1/h44j12k3,still image,,,"Italo-Ethiopian War, 1935-1936","Askari|Lake Ascianghi, Ethiopia",Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,"Lake Ascianghi, Ethiopia", Counterattack by Askari against Ethiopian troops.
Civilta - Lo Scopo,fales_io_card000254,http://hdl.handle.net/2333.1/cc2fr21k,still image,Monestier,,"Italo-Ethiopian War, 1935-1936",Italian military|Italian colonialism|Ethiopia,Postcards,,,G. Garanzini,"Milan, Italy",ita,Ethiopia,"Italian soldier with a torch. In the background is a map of Ethiopia. The title translates as ""Civilization - the purpose."""
PNF- Dopolavoro Forze Armate-OND,fales_io_card000255,http://hdl.handle.net/2333.1/7m0cg1g0,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|National Recreational Club (Opera Nazionale Dopolavoro),Postcards,,,IGAP,"Rome, Italy",ita,, Two Italian soldiers with the national flag and a map of Africa in the background.
XIIa Brigata Coloniale,fales_io_card000256,http://hdl.handle.net/2333.1/3tx960zk,still image,Paschetto,,"Italo-Ethiopian War, 1935-1936",Italian military (12th Colonial Brigade),Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Brigade banner with swords, a shield, and rifle."
5° Gruppo di Battaglioni Eritrei,fales_io_card000257,http://hdl.handle.net/2333.1/02v6x0ht,still image,Paschetto,,"Italo-Ethiopian War, 1935-1936",Italian military (5th Group Eritrean Battalion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,," the Group banner, with swords, spears, a rifle and a shield."
8° Gruppo di Battaglioni Eritrei,fales_io_card000258,http://hdl.handle.net/2333.1/vdncjwt3,still image,Paschetto,,"Italo-Ethiopian War, 1935-1936",Italian military (8th group Eritrean battalion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Group banner, with swords, spears, a rifle and a shield."
9° Gruppo di Battaglioni Eritrei,fales_io_card000259,http://hdl.handle.net/2333.1/qnk98wcf,still image,Paschetto,,"Italo-Ethiopian War, 1935-1936",Italian military (9th group Eritrean battalion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Group banner, with swords, spears, a rifle and a shield."
Centro Reclutamento e Battaglione di Istruzione Askari Etiopici- Addis Abeba,fales_io_card000260,http://hdl.handle.net/2333.1/kwh70vv3,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Italian military|Askari (Ethiopian),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,  Three Ethiopian Askari with rifles and banners.
"VI Battaglione Eritreo ""Agah"" ",fales_io_card000261,http://hdl.handle.net/2333.1/g4f4qv9m,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military (6th battalion)|Askari (Eritrean)|Libya|Ethiopia,Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Askaro with a rifle and banner. List medals won and battles fought.
III Battaglione Somalo,fales_io_card000262,http://hdl.handle.net/2333.1/bcc2ftr1,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (3rd Battalion (Somali)|Askari (Somalian)|hawk,Postcards,,,Umberto Boeri,"Rome, Italy",ita,," A hawk, the symbol of the 3rd Battalion (Somali)."
XIX Battaglione Coloniale,fales_io_card000263,http://hdl.handle.net/2333.1/6m905t7w,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military (19th Colonial Battalion)|Askari,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,In honor of the 19th Colonial battalion. List battles in the East Africa Campaign in which the battalion fought.
Amba Alagi,fales_io_card000264,http://hdl.handle.net/2333.1/2v6wwsrj,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Italo-Ethiopian War|Amba Alagi, Ethiopia|Mussolini, Benito|Duca d""Aosta",Postcards,,,Studio Technico-Editoriale Italiano,"Rome, Italy",ita,"Amba, Alagi, Ethiopia", Soldiers at the battle of Amba Alagi. Includes a  quote from a telegram from the Duca d'Aosta to Mussolini.
"Abbiamo dei vecchi e dei nuou conti da regolare, li regoleremo",fales_io_card000265,http://hdl.handle.net/2333.1/z612jq4t,still image,"Pisani, Vittorio",,"Italo-Ethiopian War, 1935-1936","Italian military (83rd Infantry Regiment)|Mussolini, benito|Adwa, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Adwa, Ethiopia"," Soldier with his rifle standing over a fallen soldier, by a tombstone reading ""Adwa <March 1, 1896."" Title (a quote from Mussolini, translates as, ""We have old and new scores to settle."" "
Vittoriano Cimmarrusti ,fales_io_card000266,http://hdl.handle.net/2333.1/tdz08pnn,still image,"Pisani, Vittorio",,"Italo-Ethiopian War, 1935-1936","Italian military|Cimmarrusti, Vittoriano|Gld Medal|Battle of  Ogaden",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Ogaden, Ethiopia"," Vittoriano Cimmarrusti, who received the Gold Medal for his exploits at the Second Battle of Ogaden in 1936."
"19° Reggimento Fanteria ""Brescia,"" ",fales_io_card000267,http://hdl.handle.net/2333.1/pnvx0p4d,still image,Cozzi,,"Italo-Ethiopian War, 1935-1936",Italian military (19th Infantry Regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Infantry assault. Lists battles fought by the 19th Infantry.
7° Reggimento Alpini,fales_io_card000268,http://hdl.handle.net/2333.1/jwstqnkp,still image,Garelli,,"Italo-Ethiopian War, 1935-1936",Italian military (7th Alpine Regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Italian soldier waving a rifle, with a troop ship in the background."
Ritorneremo!,fales_io_card000269,http://hdl.handle.net/2333.1/f4qrfn1b,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,A.G.A.R.,"Rome, Italy",ita,," Italian soldier standing with a rifle and shovel. In the background is the faint  image of a previous soldier. Title translates as ""We return."""
"2a Divisione CC. NN. ""28 Ottobre"" Africa Orientale",fales_io_card000270,http://hdl.handle.net/2333.1/9cnp5mh0,still image,La Monaca,,"Italo-Ethiopian War, 1935-1936",Italian military (2A Division)|lion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Various Italian legions attacking, with flags and lions. Includes the theme ""the most daring of the highest virtue."" Includes postage stamp, postmark, and address."
12° Autogruppo Eritrea,fales_io_card000271,http://hdl.handle.net/2333.1/5mkkwm1z,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military (12th Moible Unit),Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Italian soldiers on motorbikes and trucks.
Colonna Celere Starace ,fales_io_card000272,http://hdl.handle.net/2333.1/1zcrjh8x,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Starace, Achille|Italo-Ethiopian War",Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Achille Starace leading a march during the Italo-Ethiopian War.
Untitled,fales_io_card000273,http://hdl.handle.net/2333.1/x69p8gz2,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,,,,," Italian soldier standing with hands crossed. A faint Mussolini quotation is next to him. Includes the words ""Noi torneremo"" (We will return)."
La Canzone del Duca di Ferro,fales_io_card000274,http://hdl.handle.net/2333.1/sf7m0gcf,still image,,,"Italo-Ethiopian War, 1935-1936","D'Aosta, Amedeo",Postcards,,,,,ita,,"Lyrics from a song written in memory of the Duca D'Aosta, the Viceroy of Italian East Africa."
Ritorneremo!,fales_io_card000275,http://hdl.handle.net/2333.1/np5hqftq,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Tattered Italian flag, crumpled British flag; an Italian soldier standing with a rifle among a bunch of dead Italian soldiers, with the shadow of a magnified soldier in background. Title translates as ""We will return."" Includes postmark, address, and writing."
"Nella volonta' tenace del popolo italiano di lavorare e di risparmiare, e' una sicura garanzia del suo avvenire- Mussolini",fales_io_card000276,http://hdl.handle.net/2333.1/hx3fff8b,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,Casa di Risparmio,"Milan, Italy",ita,,"Tilte is a quote from Mussoloni. Includes postage stamp, postmark, address, and writing."
"Guarda la sua mascella che tien fermo, guarda severita' della sua bocca onde il comando ed il castigo scocca! -G. D'Annunzio",fales_io_card000277,http://hdl.handle.net/2333.1/d51c5dr1,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,N. Moneta,"Milan, Italy",ita,," Italian soldier standing guard. Includes postage stamp, postmark, and address."
Untitled,fales_io_card000278,http://hdl.handle.net/2333.1/8cz8wd8x,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Italian driving a tractor and plowing a field, with a rifle in the foreground. A quote from Mussolini is on the front."
Campagna 1866- 44 Africa,fales_io_card000279,http://hdl.handle.net/2333.1/4qrfj9hw,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|lion,Postcards,,,,,ita,,Honoring the 44th (Regiment).  military images and a lion.
"16° Reggimento Artiglieria ""Sabauda"" Africa Orientale ",fales_io_card000280,http://hdl.handle.net/2333.1/0zpc8910,still image,La Monaca,,"Italo-Ethiopian War, 1935-1936",Italian military (16th Artillery Regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honoring the 16th Artllary Regiment.  A soldier leading a horse and cannon.
Arma Aeronautica- Fortissimi anche nell'Aria,fales_io_card000281,http://hdl.handle.net/2333.1/w6m908nn,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military|airplanes,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,  Two Italian military planes flying over Africa.
Addis Abeba- 2 Ottobre XIII- 5 Maggio XIV,fales_io_card000282,http://hdl.handle.net/2333.1/rfj6q834,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Addis Ababa, Ethiopia",Postcards,,,Bertarelli,"Milan-Rome, Italy",ita,,Italian soldier planting a flag.
I Legionari della Vittoria,fales_io_card000283,http://hdl.handle.net/2333.1/mpg4f7jj,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Roman Empire|Religion,Postcards,,,Berardi,"Milan, Italy",ita,," Modern Italian soldiers marching in the foreground, with Roman legions in the background and an angel watching over them all."
1a Brigata Coloniale,fales_io_card000284,http://hdl.handle.net/2333.1/gxd2571d,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (1A Colonial Brigade)|elephant,Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Elephant holding a Brigade flag.
Untitled,fales_io_card000285,http://hdl.handle.net/2333.1/c59zw6j3,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (70th Infantry Regiment)|religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Italian soldiers, including sailors, advancing. The faded wings of an angel are in the background."
Untitled,fales_io_card000286,http://hdl.handle.net/2333.1/7h44j3s5,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Blackshirts,Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Blackshirts and soldiers marching.
Regio Corpo di Truppe Coloniali dell'Eritrea,fales_io_card000287,http://hdl.handle.net/2333.1/3r228398,still image,,,"Italo-Ethiopian War, 1935-1936",Italin military (colonial troops)|Eritrea,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Honoring the colonal troops of Eritrea.  Bayonets and flags. Includes postmark, postage stamp, address, and writing."
6° Gruppo di Battaglioni Eritrei- XXIV° Battaglione,fales_io_card000288,http://hdl.handle.net/2333.1/000002qg,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military (24th Eritrean battalion)|Askari (Eritrean),Postcards,,,,,,,"Honoring the 24th Eritrean battalion with the slogan, ""La notte, il nemico mi conoscono.""   Askari with rifles and flag."
"IV Battaglione Eritreo ""Toselli""",fales_io_card000289,http://hdl.handle.net/2333.1/v6wwq2b0,still image,"Pisani, Vittorio",,"Italo-Ethiopian War, 1935-1936",Italian military (4th Eritrean Battalion)|Askari (Eritrean),Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Askaro with a sword and battalion flag.
5a Divisione Alpina ,fales_io_card000290,http://hdl.handle.net/2333.1/qfttf1tn,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military ((5th Alpine Division),Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Marching Italian soldiers with the slogan, """"Oltre i monti, oltre i mari."" Translates as ""Over the mountains and over the seas."" Includes postage stamp.postmark, and address."
Battaglioni Camicie Nere Affrica Orientale,fales_io_card000291,http://hdl.handle.net/2333.1/kprr519h,still image,"Pisani, Vittorio",,"Italo-Ethiopian War, 1935-1936",Italian military|Blackshirts,Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Blackshirt soldier waving an Italian flag.
A.O. Autocarrette,fales_io_card000292,http://hdl.handle.net/2333.1/fxpnw0t8,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Italian military trucks on the road, as planes fly above them."
Battaglione Alpini,fales_io_card000293,http://hdl.handle.net/2333.1/b8gthx12,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (Alpine Battalion)|Gold Medal,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,In honor of an awarded Gold Medal.  a wounded  Italian soldier operating a machine gun as his comrades lay dying around him.
Untitled,fales_io_card000294,http://hdl.handle.net/2333.1/6hdr7wjz,still image,Cozzi,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,, Two wounded Italian soldiers raising an Italian flag over a battlefield.
L'Eroica Sacrificio,fales_io_card000295,http://hdl.handle.net/2333.1/2rbnzw0f,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Gold Medal|Filippo, Marini",Postcards,,,F. Duval,"Milan, Italy",ita,,"In honor of Gold Medal awardee Marini Filippo.  a wounded Filippo manning a machine gun, surrounded by dead comrades."
Tenente in S.P.E. Michelazzi Luigi: Medaglia d'Oro al V.M.,fales_io_card000296,http://hdl.handle.net/2333.1/z08kpvm3,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Gold Medal|Luigi, Michelazzi",Postcards,,,,,ita,,"Honoring Michelazzi Luigi, who was awarded the Gold Medal.   Luigi manning a machine gun, next to a dead Askaro, as Ethiopian soldiers attack."
Sempre Pronti a qualunque cimento,fales_io_card000297,http://hdl.handle.net/2333.1/t76hdv3z,still image,La Monaca,,"Italo-Ethiopian War, 1935-1936",Italian military (219th Battalion)|Gold Medal,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Italian soldier with rifle and bayonet. Tilte translates as ""Always ready for any ordeal."" Includes postage stamp, postmark, address and writing."
Molti Nemici Molto Onore,fales_io_card000298,http://hdl.handle.net/2333.1/pg4f4tkm,still image,Gargiulo,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Marching soldiers. Title translates as ""Many enemies, much honor."""
Untitled,fales_io_card000299,http://hdl.handle.net/2333.1/jq2bvt3k,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Italian military (13th Gunnery Battalion)|Ethiopia,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," Map of Ethiopia dotted with Italian military outposts and flags.  ""Si Vince Osando e Perdurando,"" which translates as ""You win through daring and persistance."""
L'Ingresso dei Legionari in Macalle,fales_io_card000300,http://hdl.handle.net/2333.1/f1vhhq98,still image,"Del Sordo, A.",,,"Italian military|Macalle, Ethiopia",Postcards,,,Gaetano Schenone,"Genoa, Italy",ita,"Macalle, Ethiopia"," Entry of Italian legionaires into Macalle, Ethiopia."
La Preparazione,fales_io_card000301,http://hdl.handle.net/2333.1/98sf7pt5,still image,"Monestier, T.",,"Italo-Ethiopian War, 1935-1936",Italian military|Italian colonialism,Postcards,,,G.B. Falci,"Milan, Italy",ita,," Italian military forces, including troops, officers, tanks, planes, and artillary preparing to attack."
"11° Reggimento Alpihni Battaglione ""Intra"" AOI",fales_io_card000302,http://hdl.handle.net/2333.1/5hqbzp8n,still image,"D'ercoli, Manlio",,"
Italo-Ethiopian War, 1935-1936

",Italian military (11th Regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"In honor of the 11th Regiment, listing campaigns and quoting a citation."
Untitled,fales_io_card000303,http://hdl.handle.net/2333.1/1rn8pnq2,still image,"Grilli, G.",,"Italo-Ethiopian War, 1935-1936",Italian military|Religion,Postcards,,,ALMA,"Milan, Italy",ita,,"Italian soldier raising the flag before a wooden crucifix with Jesus on it. Includes postmark, postage stamp, address, and writing."
